"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4480","Dynamic Content tests › The page content is different for every page refresh","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","4567","Should access and show users geolocation","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","geolocation.spec.ts","geolocation.spec.ts",""
"","5239","Dropdown Tests › User is able to select dropdown options","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:58 UTC 2026","","dropdown.spec.ts","dropdown.spec.ts",""
"","16557","DisappearingElements Tests › The ""Gallery"" link shows and dissapears randomly","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:26:09 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","4603","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""About"" link","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","18122","File Downloader Tests › User should be able to download a file","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:26:11 UTC 2026","","file-downloader.spec.ts","file-downloader.spec.ts",""
"","5180","Upload files Tests › User is able to upload file with ""Choose file"" button","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:58 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","3308","Challenging Dom Tests › The table contains specific data","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","4334","DisappearingElements Tests › User is redirected to home page after clicking ""Home"" link","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","6408","User should succefully login after providing proper username and password","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:59 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","3554","Broken Images Tests › The second and third image on the page are broken","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","4221","User should be able drag and drop card a to card b","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","drag-and-drop.spec.ts","drag-and-drop.spec.ts",""
"","4243","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Contact us"" link","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","3710","Should be able to access all nested frames and verify hierarchy","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","frames.spec.ts","frames.spec.ts",""
"","4122","Inputs Test › User should not be able to fill input with alphabet characters","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","input.spec.ts","input.spec.ts",""
"","3143","Add/Remove Elements Tests › User should be able to go to the ""Add/Remove Elements"" page","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","3460","Challenging Dom Tests › 3 buttons with names changing randomly are visible","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","3628","Broken Images Tests › The github link and avatar images have proper source","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","6513","Error message should be shown after providing invalid username","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:59 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","4243","After scrolling down the floating menu is still visible","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","floating-menu.spec.ts","floating-menu.spec.ts",""
"","5297","Context Menu Tests › User should be able to see context menu alert","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:58 UTC 2026","","context-menu.spec.ts","context-menu.spec.ts",""
"","5204","Checkboxes Tests › User should be able to check and uncheck checkboxes","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:58 UTC 2026","","checkboxes.spec.ts","checkboxes.spec.ts",""
"","11003","The reset password message is sent after forgot password request","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:26:04 UTC 2026","","forgot-password.spec.ts","forgot-password.spec.ts",""
"","7331","Add/Remove Elements Tests › User should be able to add and remove two elements","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:26:00 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","5487","Dynamic Content tests › The first to rows of page are the same with static content param","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:58 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","6069","Should be able to change slider value","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:59 UTC 2026","","horizontal-slider.spec.ts","horizontal-slider.spec.ts",""
"","5351","Add/Remove Elements Tests › User should be able to add and remove one element","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:58 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","3319","Upload files Tests › User is able to upload file using drag and drop area","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","4348","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Portfolio"" link","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","3269","The modal should shown on mouse leaving the viewport","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:56 UTC 2026","","exit-intent.spec.ts","exit-intent.spec.ts",""
"","4257","User should be able to close Ad modal","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","entry-ad.spec.ts","entry-ad.spec.ts",""
"","5789","AB Test › User should be able to go to the AB test site","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:58 UTC 2026","","ab-test.spec.ts","ab-test.spec.ts",""
"","6827","Error message should be shown after providing invalid password","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:59 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","4197","Inputs Test › User should be able to fill input with numbers","","Mon Feb 16 19:25:53 UTC 2026","passed","Mon Feb 16 19:25:57 UTC 2026","","input.spec.ts","input.spec.ts",""
