"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10378","The reset password message is sent after forgot password request","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:12:00 UTC 2026","","forgot-password.spec.ts","forgot-password.spec.ts",""
"","3075","Upload files Tests › User is able to upload file using drag and drop area","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","4122","DisappearingElements Tests › User is redirected to home page after clicking ""Home"" link","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","5137","Upload files Tests › User is able to upload file with ""Choose file"" button","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:55 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","4090","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Contact us"" link","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","2852","The modal should shown on mouse leaving the viewport","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","exit-intent.spec.ts","exit-intent.spec.ts",""
"","7195","Add/Remove Elements Tests › User should be able to add and remove two elements","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:57 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","4432","After scrolling down the floating menu is still visible","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","floating-menu.spec.ts","floating-menu.spec.ts",""
"","4223","Dynamic Content tests › The page content is different for every page refresh","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","14302","DisappearingElements Tests › The ""Gallery"" link shows and dissapears randomly","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:12:04 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","3955","Inputs Test › User should not be able to fill input with alphabet characters","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","input.spec.ts","input.spec.ts",""
"","6256","User should succefully login after providing proper username and password","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:56 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","3909","AB Test › User should be able to go to the AB test site","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","ab-test.spec.ts","ab-test.spec.ts",""
"","4105","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Portfolio"" link","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","5054","Add/Remove Elements Tests › User should be able to add and remove one element","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:55 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","90556","Broken Images Tests › The second and third image on the page are broken","","Sun Feb 01 18:11:50 UTC 2026","failed","Sun Feb 01 18:13:21 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","3062","Challenging Dom Tests › 3 buttons with names changing randomly are visible","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","5180","Checkboxes Tests › User should be able to check and uncheck checkboxes","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:55 UTC 2026","","checkboxes.spec.ts","checkboxes.spec.ts",""
"","5309","Context Menu Tests › User should be able to see context menu alert","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:55 UTC 2026","","context-menu.spec.ts","context-menu.spec.ts",""
"","4010","User should be able to close Ad modal","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","entry-ad.spec.ts","entry-ad.spec.ts",""
"","3127","Challenging Dom Tests › The table contains specific data","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","3976","Inputs Test › User should be able to fill input with numbers","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","input.spec.ts","input.spec.ts",""
"","5312","Dropdown Tests › User is able to select dropdown options","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:55 UTC 2026","","dropdown.spec.ts","dropdown.spec.ts",""
