"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3433","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""About"" link","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:20 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","3407","Should access and show users geolocation","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:20 UTC 2026","","geolocation.spec.ts","geolocation.spec.ts",""
"","3529","Dynamic Content tests › The page content is different for every page refresh","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:21 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","4376","Upload files Tests › User is able to upload file with ""Choose file"" button","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:21 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","4389","Checkboxes Tests › User should be able to check and uncheck checkboxes","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:21 UTC 2026","","checkboxes.spec.ts","checkboxes.spec.ts",""
"","9496","The reset password message is sent after forgot password request","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:27 UTC 2026","","forgot-password.spec.ts","forgot-password.spec.ts",""
"","5783","User should succefully login after providing proper username and password","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:23 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","6525","Add/Remove Elements Tests › User should be able to add and remove two elements","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:24 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","2474","Challenging Dom Tests › The table contains specific data","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:20 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","2379","Challenging Dom Tests › 3 buttons with names changing randomly are visible","","Sun Feb 15 18:04:17 UTC 2026","passed","Sun Feb 15 18:04:19 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
