"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4713","User should be able to close Ad modal","","2026-09-03","passed","2026-09-03","","entry-ad.spec.ts","entry-ad.spec.ts",""
"","5724","Add/Remove Elements Tests › User should be able to add and remove one element","","2026-09-03","passed","2026-09-03","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","4343","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Contact us"" link","","2026-09-03","passed","2026-09-03","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","6581","Error message should be shown after providing invalid username","","2026-09-03","passed","2026-09-03","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","5413","Upload files Tests › User is able to upload file with ""Choose file"" button","","2026-09-03","passed","2026-09-03","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","3414","Upload files Tests › User is able to upload file using drag and drop area","","2026-09-03","passed","2026-09-03","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","6686","User should succefully login after providing proper username and password","","2026-09-03","passed","2026-09-03","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","5571","Dynamic Content tests › The first to rows of page are the same with static content param","","2026-09-03","passed","2026-09-03","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","4790","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""About"" link","","2026-09-03","passed","2026-09-03","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","18611","File Downloader Tests › User should be able to download a file","","2026-09-03","passed","2026-09-03","","file-downloader.spec.ts","file-downloader.spec.ts",""
"","5801","Dropdown Tests › User is able to select dropdown options","","2026-09-03","passed","2026-09-03","","dropdown.spec.ts","dropdown.spec.ts",""
"","6645","Error message should be shown after providing invalid password","","2026-09-03","passed","2026-09-03","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","4727","Should access and show users geolocation","","2026-09-03","passed","2026-09-03","","geolocation.spec.ts","geolocation.spec.ts",""
"","3675","Broken Images Tests › The second and third image on the page are broken","","2026-09-03","passed","2026-09-03","","broken-images.spec.ts","broken-images.spec.ts",""
"","4369","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Portfolio"" link","","2026-09-03","passed","2026-09-03","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","4782","User should be able drag and drop card a to card b","","2026-09-03","passed","2026-09-03","","drag-and-drop.spec.ts","drag-and-drop.spec.ts",""
"","24020","AB Test › User should be able to go to the AB test site","","2026-09-03","passed","2026-09-03","","ab-test.spec.ts","ab-test.spec.ts",""
"","7493","Add/Remove Elements Tests › User should be able to add and remove two elements","","2026-09-03","passed","2026-09-03","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","14766","DisappearingElements Tests › The ""Gallery"" link shows and dissapears randomly","","2026-09-03","passed","2026-09-03","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","5007","Dynamic Content tests › The page content is different for every page refresh","","2026-09-03","passed","2026-09-03","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","3252","Add/Remove Elements Tests › User should be able to go to the ""Add/Remove Elements"" page","","2026-09-03","passed","2026-09-03","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","5845","Context Menu Tests › User should be able to see context menu alert","","2026-09-03","passed","2026-09-03","","context-menu.spec.ts","context-menu.spec.ts",""
"","3652","Challenging Dom Tests › 3 buttons with names changing randomly are visible","","2026-09-03","passed","2026-09-03","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","4254","Inputs Test › User should not be able to fill input with alphabet characters","","2026-09-03","passed","2026-09-03","","input.spec.ts","input.spec.ts",""
"","5417","Checkboxes Tests › User should be able to check and uncheck checkboxes","","2026-09-03","passed","2026-09-03","","checkboxes.spec.ts","checkboxes.spec.ts",""
"","11014","The reset password message is sent after forgot password request","","2026-09-03","passed","2026-09-03","","forgot-password.spec.ts","forgot-password.spec.ts",""
"","4805","After scrolling down the floating menu is still visible","","2026-09-03","passed","2026-09-03","","floating-menu.spec.ts","floating-menu.spec.ts",""
"","3069","The modal should shown on mouse leaving the viewport","","2026-09-03","passed","2026-09-03","","exit-intent.spec.ts","exit-intent.spec.ts",""
"","6173","Should be able to change slider value","","2026-09-03","passed","2026-09-03","","horizontal-slider.spec.ts","horizontal-slider.spec.ts",""
"","3592","Broken Images Tests › The github link and avatar images have proper source","","2026-09-03","passed","2026-09-03","","broken-images.spec.ts","broken-images.spec.ts",""
"","3763","Should be able to access all nested frames and verify hierarchy","","2026-09-03","passed","2026-09-03","","frames.spec.ts","frames.spec.ts",""
"","4661","Inputs Test › User should be able to fill input with numbers","","2026-09-03","passed","2026-09-03","","input.spec.ts","input.spec.ts",""
"","3381","Challenging Dom Tests › The table contains specific data","","2026-09-03","passed","2026-09-03","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","4477","DisappearingElements Tests › User is redirected to home page after clicking ""Home"" link","","2026-09-03","passed","2026-09-03","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
