"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4381","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Contact us"" link","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","8210","File Downloader Tests › User should be able to download a file","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:18 UTC 2026","","file-downloader.spec.ts","file-downloader.spec.ts",""
"","4105","After scrolling down the floating menu is still visible","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","floating-menu.spec.ts","floating-menu.spec.ts",""
"","4217","Dynamic Content tests › The page content is different for every page refresh","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","4070","Should access and show users geolocation","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","geolocation.spec.ts","geolocation.spec.ts",""
"","5547","Context Menu Tests › User should be able to see context menu alert","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:15 UTC 2026","","context-menu.spec.ts","context-menu.spec.ts",""
"","7809","Add/Remove Elements Tests › User should be able to add and remove two elements","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:17 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","5150","Checkboxes Tests › User should be able to check and uncheck checkboxes","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","checkboxes.spec.ts","checkboxes.spec.ts",""
"","6248","User should succefully login after providing proper username and password","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:16 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","14336","DisappearingElements Tests › The ""Gallery"" link shows and dissapears randomly","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:24 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","4083","User should be able to close Ad modal","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","entry-ad.spec.ts","entry-ad.spec.ts",""
"","4211","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Portfolio"" link","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","4192","DisappearingElements Tests › User is redirected to home page after clicking ""Home"" link","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","5081","Dropdown Tests › User is able to select dropdown options","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","dropdown.spec.ts","dropdown.spec.ts",""
"","4032","Inputs Test › User should be able to fill input with numbers","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","input.spec.ts","input.spec.ts",""
"","3146","Upload files Tests › User is able to upload file using drag and drop area","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:12 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","4990","Upload files Tests › User is able to upload file with ""Choose file"" button","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","6202","Error message should be shown after providing invalid password","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:16 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","3442","Should be able to access all nested frames and verify hierarchy","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","frames.spec.ts","frames.spec.ts",""
"","3629","Challenging Dom Tests › The table contains specific data","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","4050","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""About"" link","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","2974","Add/Remove Elements Tests › User should be able to go to the ""Add/Remove Elements"" page","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:12 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","4101","User should be able drag and drop card a to card b","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","drag-and-drop.spec.ts","drag-and-drop.spec.ts",""
"","3108","AB Test › User should be able to go to the AB test site","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:12 UTC 2026","","ab-test.spec.ts","ab-test.spec.ts",""
"","5069","Add/Remove Elements Tests › User should be able to add and remove one element","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:14 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","5913","Should be able to change slider value","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:15 UTC 2026","","horizontal-slider.spec.ts","horizontal-slider.spec.ts",""
"","3142","Broken Images Tests › The github link and avatar images have proper source","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:12 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","6594","Error message should be shown after providing invalid username","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:16 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","3452","Broken Images Tests › The second and third image on the page are broken","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","5893","Dynamic Content tests › The first to rows of page are the same with static content param","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:15 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","3075","The modal should shown on mouse leaving the viewport","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:12 UTC 2026","","exit-intent.spec.ts","exit-intent.spec.ts",""
"","3667","Challenging Dom Tests › 3 buttons with names changing randomly are visible","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","10392","The reset password message is sent after forgot password request","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:20 UTC 2026","","forgot-password.spec.ts","forgot-password.spec.ts",""
"","4036","Inputs Test › User should not be able to fill input with alphabet characters","","Wed Feb 11 19:24:09 UTC 2026","passed","Wed Feb 11 19:24:13 UTC 2026","","input.spec.ts","input.spec.ts",""
